player_id,link,name,position,career_begin,career_end,active,scraped
13099,/players/J/JoneTe20.htm,Tebucky Jones,DB,1998,2005,False,True
13100,/players/J/JoneTe01.htm,Terren Jones,T,2014,2014,False,True
13101,/players/J/JoneTe21.htm,Terry Jones,NT-DT,1978,1984,False,True
13102,/players/J/JoneTe00.htm,Terry Jones,TE,2002,2005,False,True
13103,/players/J/JoneTe02.htm,Tevin Jones,WR,2019,2019,False,True
13104,/players/J/JoneTh00.htm,Thomas Jones,RB,2000,2011,False,True
13105,/players/J/JoneTh20.htm,Thurmon Jones,FB-DB,1941,1942,False,True
13106,/players/J/JoneTi00.htm,Tim Jones,WR,2022,2024,True,True
13107,/players/J/JoneTo20.htm,Todd Jones,T,1993,1993,False,True
13108,/players/J/JoneTo21.htm,Tom Jones,T,1955,1955,False,True
13109,/players/J/JoneTo01.htm,Tony Jones,T-G,1988,2000,False,True
13110,/players/J/JoneTo00.htm,Tony Jones,WR,1990,1993,False,True
13111,/players/J/JoneTo22.htm,Tony Jones,DB,1995,1995,False,True
13112,/players/J/JoneTo04.htm,Tony Jones,RB,2020,2024,True,True
13113,/players/J/JoneEd00.htm,Too Tall Jones,DE,1974,1989,False,True
13114,/players/J/JoneTr00.htm,Travis Jones,DT,2022,2024,True,True
13115,/players/J/JoneTr01.htm,Truman Jones,DL,2024,2024,True,True
13116,/players/J/JoneTy20.htm,Tyrone Jones,LB,1988,1988,False,True
13117,/players/J/JoneTy21.htm,Tyrone Jones,DB,1989,1989,False,True
13118,/players/J/JoneVe00.htm,Velus Jones Jr.,WR,2022,2024,True,True
13119,/players/J/JoneVi00.htm,Vi Jones,LB,2022,2024,True,True
13120,/players/J/JoneVi21.htm,Victor Jones,LB,1988,1994,False,True
13121,/players/J/JoneVi20.htm,Victor Jones,RB,1990,1994,False,True
13122,/players/J/JoneWa00.htm,Walter Jones,T,1997,2008,False,True
13123,/players/J/JoneWa20.htm,Wayne Jones,G,1987,1987,False,True
13124,/players/J/JoneWi00.htm,Willie Jones,FB,1962,1962,False,True
